AC No,AC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share (%)
71,CHANDRAPUR,17,NOTA,None of the Above,2208,47,2255,1.03
72,BALLARPUR,1,MUNGANTIWAR SUDHIR SACCHIDANAND,Bharatiya Janata Party,105227,742,105969,48.23
72,BALLARPUR,2,RAWAT SANTOSHSINGH CHANDANSINGH,Indian National Congress,79236,748,79984,36.41
72,BALLARPUR,3,UMESH RAJESHWAR SHENDE,Peoples Party of India (Democratic),725,5,730,0.33
72,BALLARPUR,4,BHARAT SOMAJI THULKAR,All Indian Republican Party,280,3,283,0.13
72,BALLARPUR,5,MANOJ DHARMA ATRAM,Gondvana Gantantra Party,648,8,656,0.3
72,BALLARPUR,6,MALEKAR SATISH MURLIDHAR,Vanchit Bahujan  Aaghadi,5030,45,5075,2.31
72,BALLARPUR,7,SANJAY SHANKAR KANNAWAR,Rashtriya Samaj Paksha,297,1,298,0.14
72,BALLARPUR,8,DR. ABHILASHA GAOTURE (BEHERE),Independent,20646,289,20935,9.53
72,BALLARPUR,9,ARUN DEVIDAS KAMBLE,Independent,233,2,235,0.11
72,BALLARPUR,10,KISHOR BANDU UIKE,Independent,222,1,223,0.1
72,BALLARPUR,11,KUNAL PURUSHOTTAM GAIKWAD,Independent,152,2,154,0.07
72,BALLARPUR,12,GAWTURE CHHAYA BANDU,Independent,283,7,290,0.13
72,BALLARPUR,13,NISHA SHITALKUMAR DHONGADE,Independent,227,1,228,0.1
72,BALLARPUR,14,PRAKASH MURLIDHAR PATIL,Independent,321,1,322,0.15
72,BALLARPUR,15,RABANI YAQUB SYED,Independent,412,2,414,0.19
72,BALLARPUR,16,RAJU DEVIDAS JAMBHULE,Independent,990,0,990,0.45
72,BALLARPUR,17,RAWAT SACHIN,Independent,1000,1,1001,0.46
72,BALLARPUR,18,VIRENDRA BHIMRAO KAMBLE,Independent,777,0,777,0.35
72,BALLARPUR,19,SAYYAD AFZAL ALI,Independent,280,2,282,0.13
72,BALLARPUR,20,SANJAY NILKHANTH GAWANDE,Independent,128,0,128,0.06
72,BALLARPUR,21,NOTA,None of the Above,715,13,728,0.33
73,BRAHMAPURI,1,KEVALRAM VASUDEV PARDHI,Bahujan Samaj Party,1766,42,1808,0.81
73,BRAHMAPURI,2,KRISHNALAL BAJIRAO SAHARE,Bharatiya Janata Party,99415,810,100225,44.7
73,BRAHMAPURI,3,VIJAY NAMDEORAO WADETTIWAR,Indian National Congress,112980,1216,114196,50.93
73,BRAHMAPURI,4,CHAKRADHAR PUNIRAM MESHRAM,Jan Janwadi Party,904,1,905,0.4
73,BRAHMAPURI,5,DANGE PRASHANT CHARANDAS,Republican Paksha (Khoripa),276,9,285,0.13
73,BRAHMAPURI,6,ADV. NARAYANRAO DINBAJI JAMBHULE,Swabhimani Paksha,135,14,149,0.07
73,BRAHMAPURI,7,MENDHE GOPAL SONBA,Bahujan Republican  Socialist Party,152,4,156,0.07
73,BRAHMAPURI,8,RAMESH SITARAM SAMARTH,Republican Party of India (A),91,1,92,0.04
73,BRAHMAPURI,9,DR. RAHUL KALIDAS MESHRAM,Vanchit Bahujan  Aaghadi,3919,86,4005,1.79
73,BRAHMAPURI,10,SUDHIR MAHADEO TONGE,Rashtriya Samaj Paksha,266,5,271,0.12
73,BRAHMAPURI,11,GURUDEV DOPAJI BHOPAYE,Independent,225,1,226,0.1
73,BRAHMAPURI,12,RAMESH AANANDRAO MADAVI,Independent,532,5,537,0.24
73,BRAHMAPURI,13,SHRIRAME SUDHAKAR MADHUKAR,Independent,348,4,352,0.16
73,BRAHMAPURI,14,NOTA,None of the Above,1021,13,1034,0.46
74,CHIMUR,1,BANTI BHANGDIYA,Bharatiya Janata Party,115863,632,116495,50.25
74,CHIMUR,2,SATISH MANOHAR WARJUKAR,Indian National Congress,105692,950,106642,46
74,CHIMUR,3,AMIT HARIDAS BHIMTE,Aazad Samaj Party (Kanshi Ram),1034,5,1039,0.45
74,CHIMUR,4,ARVIND ATMARAM SADEKAR,Vanchit Bahujan  Aaghadi,3894,62,3956,1.71
74,CHIMUR,5,ADV. NARAYANRAO DINBAJI JAMBHULE,Swabhimani Paksha,170,6,176,0.08
74,CHIMUR,6,NIKESH PRALHAD RAMTEKE,Bahujan Republican  Socialist Party,335,7,342,0.15
74,CHIMUR,7,ANIL AMBADAS DHONGADE,Independent,114,5,119,0.05
74,CHIMUR,8,KESHAV SITARAM RAMTEKE,Independent,90,3,93,0.04
74,CHIMUR,9,KAILAS SHRIHRI BORKAR,Independent,78,0,78,0.03
74,CHIMUR,10,JITENDRA MURLIDHAR THOMBARE,Independent,113,2,115,0.05
74,CHIMUR,11,MANOJSINGH GOND MADAVI,Independent,155,3,158,0.07
74,CHIMUR,12,RAMESH BABURAO PACHARE,Independent,294,0,294,0.13
74,CHIMUR,13,HEMANT GAJANAN DANDEKAR,Independent,588,0,588,0.25
74,CHIMUR,14,NOTA,None of the Above,1712,13,1725,0.74
75,WARORA,1,KARAN SANJAY DEOTALE,Bharatiya Janata Party,64597,573,65170,32.86
75,WARORA,2,KAKDE PRAVIN SURESH,Indian National Congress,24706,342,25048,12.63
75,WARORA,3,PRAVIN DHONDUJI SOOR,Maharashtra Navnirman sena,2051,20,2071,1.04
75,WARORA,4,SAGAR ANIL WARGHANE,Bahujan Samaj Party,1240,18,1258,0.63
75,WARORA,5,ANIL NARAYAN DHANORKAR,Vanchit Bahujan  Aaghadi,8962,161,9123,4.6
75,WARORA,6,AHETESHAM SADAKAT ALI,Prahar Janshakti Party,20617,106,20723,10.45
75,WARORA,7,PROF. DR. JAYVANT KAKDE,Bahujan Republican  Socialist Party,541,5,546,0.28
75,WARORA,8,BARKE SEWAKDAS KAWDUJI,Peoples Party of India (Democratic),243,2,245,0.12
75,WARORA,9,ATUL ISHWAR WANKAR,Independent,377,3,380,0.19
75,WARORA,10,DR. CHETAN  GAJANAN KHUTEMATE,Independent,5096,55,5151,2.6
75,WARORA,11,TARA MAHADEORAO KALE,Independent,487,4,491,0.25
75,WARORA,12,PRAVIN MANOHAR KHAIRE,Independent,631,2,633,0.32
75,WARORA,13,MUKESH MANOJ JIWTODE,Independent,49189,531,49720,25.07
75,WARORA,14,MUNESHWAR BAPURAO BADKHAL,Independent,794,4,798,0.4
75,WARORA,15,RAJU MAROTI GAIKWAD,Independent,13390,92,13482,6.8
75,WARORA,16,VINOD KAWADUJI KHOBRAGADE,Independent,1108,11,1119,0.56
75,WARORA,17,SHRIKRUSHNA GHUMDEO DADMAL,Independent,929,5,934,0.47
75,WARORA,18,SUBHASH JAGANNATH THENGANE,Independent,402,0,402,0.2
75,WARORA,19,NOTA,None of the Above,1031,28,1059,0.53
76,WANI,1,ARUNKUMAR RAMDAS KHAIRE,Bahujan Samaj Party,1154,9,1163,0.53
76,WANI,2,UMBARKAR RAJU MADHUKARRAO,Maharashtra Navnirman sena,21885,92,21977,9.97
76,WANI,3,DERKAR SANJAY NILKANTHRAO,Shiv Sena (Uddhav Balasaheb Thackeray),93659,959,94618,42.91
76,WANI,4,BODKURWAR SANJIVREDDY BAPURAO,Bharatiya Janata Party,78563,495,79058,35.85
76,WANI,5,ANIL GHANSHYAM HEPAT,Communist Party of India,3868,7,3875,1.76
76,WANI,6,RAJENDRA KAWDUJI NIMSATKAR,Vanchit Bahujan  Aaghadi,3559,46,3605,1.63
76,WANI,7,KETAN NATTHUJI PARKHI,Independent,406,1,407,0.18
76,WANI,8,KHADE SANJAY RAMCHANDRA,Independent,7487,53,7540,3.42
76,WANI,9,NARAYAN SHAHU GODE,Independent,853,2,855,0.39
76,WANI,10,NIKHIL DHARMA DHURKE,Independent,2245,1,2246,1.02
76,WANI,11,PATE HARISH DIGAMBAR,Independent,1306,1,1307,0.59
76,WANI,12,RAHUL NARAYAN ATRAM,Independent,2510,22,2532,1.15
76,WANI,13,NOTA,None of the Above,1328,7,1335,0.61
77,RALEGAON,1,ASHOK MARUTI MESHRAM,Maharashtra Navnirman sena,2013,10,2023,0.94
77,RALEGAON,2,PROF. DR. ASHOK RAMAJI WOOIKE,Bharatiya Janata Party,101029,369,101398,47.33
77,RALEGAON,3,VASANT CHINDHUJI PURKE,Indian National Congress,98080,506,98586,46.02
77,RALEGAON,4,ARVIND CHANDRABHAN KULMETHE,Prahar Janshakti Party,1663,8,1671,0.78
77,RALEGAON,5,KIRAN JAYPAL KUMRE,Vanchit Bahujan  Aaghadi,2918,20,2938,1.37
77,RALEGAON,6,JIWAN DEVIDAS KOWE,Gondvana Gantantra Party,364,3,367,0.17
77,RALEGAON,7,RAMDAS MAROTRAO MAHURE,Rashtriya Samaj Paksha,235,2,237,0.11
77,RALEGAON,8,SUVARNA ARUN NAGOSE,Sanman Rajkiya Paksha,1299,3,1302,0.61
77,RALEGAON,9,UDDHAV KAPALU TEKAM,Independent,2808,8,2816,1.31
77,RALEGAON,10,BABANRAO WASUDEV GEDAM,Independent,713,1,714,0.33
77,RALEGAON,11,RAMESH GOVIND KANAKE,Independent,856,1,857,0.4
77,RALEGAON,12,NOTA,None of the Above,1316,1,1317,0.61
78,YAVATMAL,1,ANIL ALIAS BALASAHEB SHANKARRAO MANGULKAR,Indian National Congress,115605,1899,117504,49.15
78,YAVATMAL,2,BHAI AMAN,Bahujan Samaj Party,2407,18,2425,1.01
78,YAVATMAL,3,MADAN MADHUKAR YERAWAR,Bharatiya Janata Party,105272,851,106123,44.39
78,YAVATMAL,4,CHAUDHARY BIPIN ANIL,Prahar Janshakti Party,2108,31,2139,0.89
78,YAVATMAL,5,DHARAM DILIPSINGH THAKUR,Rashtriya Samaj Paksha,155,0,155,0.06
78,YAVATMAL,6,DR.NIRAJ WAGHMARE,Vanchit Bahujan  Aaghadi,5336,96,5432,2.27
78,YAVATMAL,7,SHABBIR KHAN RAHEMAN KHAN,Indian National League,164,0,164,0.07
78,YAVATMAL,8,AMARDEEP ANAND WANKHADE,Independent,150,2,152,0.06
78,YAVATMAL,9,AMOL OMPRAKASH KOMAWAR,Independent,71,0,71,0.03
78,YAVATMAL,10,GAJANAN SAKHARAM ADE,Independent,89,0,89,0.04
78,YAVATMAL,11,GURNULE RAMESH VITHOBA,Independent,94,0,94,0.04
78,YAVATMAL,12,DESHA SHYAM BANJARA,Independent,99,0,99,0.04
78,YAVATMAL,13,NANDU SHRIPAD GHUGE,Independent,146,0,146,0.06
78,YAVATMAL,14,PRASHANT JANRAOJI THAMKE,Independent,491,2,493,0.21
78,YAVATMAL,15,BALASAHEB RAMRAOJI GAWANDE,Independent,310,3,313,0.13
78,YAVATMAL,16,BHOYAR MOHAN GOVINDRAO,Independent,986,5,991,0.41
78,YAVATMAL,17,MANOJ MAHADEVARAO GEDAM,Independent,609,4,613,0.26
78,YAVATMAL,18,YUVRAJ BABULAL ADE,Independent,101,1,102,0.04
78,YAVATMAL,19,SALIM SHA SULEMAN SHA,Independent,852,0,852,0.36
78,YAVATMAL,20,SAHEBRAO VISHNU PARDAKHE,Independent,84,0,84,0.04
78,YAVATMAL,21,SUBHASH SHANKAR KASAR,Independent,126,2,128,0.05
78,YAVATMAL,22,SANDIP SAMPAT SHINDE,Independent,61,0,61,0.03
78,YAVATMAL,23,NOTA,None of the Above,815,23,838,0.35
79,DIGRAS,1,THAKARE MANIKRAO GOVINDRAO,Indian National Congress,113212,1128,114340,43.33
79,DIGRAS,2,RATHOD SANJAY DULICHAND,Shiv Sena,142300,815,143115,54.24
79,DIGRAS,3,SANDIP ANANTRAO DEVKATE,Bahujan Samaj Party,835,5,840,0.32
79,DIGRAS,4,AVINASH MADHUKARRAO INGALE,Peoples Party of India (Democratic),140,2,142,0.05
79,DIGRAS,5,NAJUKRAO UDEBHANJI DHANDE,Vanchit Bahujan  Aaghadi,1962,23,1985,0.75
79,DIGRAS,6,PRAMOD SHANKAR RAUT,Aazad Samaj Party (Kanshi Ram),205,2,207,0.08
79,DIGRAS,7,VIVEK BABARAO THAKARE,Prahar Janshakti Party,146,0,146,0.06
79,DIGRAS,8,EJAZ NAWAJ KHAN,Independent,74,1,75,0.03
79,DIGRAS,9,JAGDISH KASHIRAM RATHOD,Independent,54,0,54,0.02
79,DIGRAS,10,DINESH PRAKASH SUKODE,Independent,227,4,231,0.09
79,DIGRAS,11,BIMOD VITTHAL MUDHANE,Independent,445,8,453,0.17
79,DIGRAS,12,BHIMRAO SANTOSH SIRSAT,Independent,192,1,193,0.07
79,DIGRAS,13,SANDEEP HANUMANTRAO SHINDE,Independent,568,0,568,0.22
79,DIGRAS,14,NOTA,None of the Above,1507,7,1514,0.57
80,ARNI,1,JITENDRA SHIVAJI MOGHE,Indian National Congress,97052,838,97890,41.56
80,ARNI,2,BABAN SRINIWAS SOYAM,Bahujan Samaj Party,1686,14,1700,0.72
80,ARNI,3,RAJU NARAYAN TODSAM,Bharatiya Janata Party,126591,612,127203,54
80,ARNI,4,NEETA ANANDRAO MADAVI,Prahar Janshakti Party,1796,8,1804,0.77
80,ARNI,5,RAMCHANDRA MAROTI ADATE,Rashtriya Samaj Paksha,315,2,317,0.13
80,ARNI,6,ADV. AJAY DATTA ATRAM,Independent,1307,6,1313,0.56
80,ARNI,7,PROF. KISAN RAMRAO AMBURE,Independent,126,1,127,0.05
80,ARNI,8,KODAPE RAMKRUSHNA MADHAVRAO,Independent,788,14,802,0.34
80,ARNI,9,GOVARDHAN LIMBA ATRAM,Independent,154,1,155,0.07
80,ARNI,10,CHANDRAKANT GOVINDRAO UIKE,Independent,184,1,185,0.08
80,ARNI,11,NIRANJAN SHIVRAM MASRAM,Independent,613,0,613,0.26
80,ARNI,12,MANOHAR PANJABARAO MASARAM,Independent,410,1,411,0.17
80,ARNI,13,VIKAS UTTAMRAO LASANTE,Independent,567,1,568,0.24
80,ARNI,14,SAMBHA DILIP MADAVI,Independent,882,3,885,0.38
80,ARNI,15,NOTA,None of the Above,1554,15,1569,0.67
81,PUSAD,1,ASHWIN RAMESHLALJI JAISWAL,Maharashtra Navnirman sena,1597,17,1614,0.75
81,PUSAD,2,INDRANIL MANOHAR NAIK,Nationalist Congress Party,126891,1073,127964,59.84
81,PUSAD,3,SHARAD APPARAO MAIND,Nationalist Congress Party- Sharadchandra Pawar,36790,405,37195,17.39
81,PUSAD,4,SHARAD YASHVANT BHAGAT,Bahujan Samaj Party,817,7,824,0.39
81,PUSAD,5,DR ARJUNKUMAR SITARAM RATHOD,Jan Janwadi Party,277,0,277,0.13
81,PUSAD,6,CHAKKARWAR SUSHRUT MAROTRAO,Nirbhay Maharashtra Party,413,1,414,0.19
81,PUSAD,7,MANISH ALIAS MANOHAR SUBHASHRAO JADHAO,Swabhimani Paksha,657,3,660,0.31
81,PUSAD,8,MADHAV RUKHMAJI VAIDYA,Vanchit Bahujan  Aaghadi,36256,319,36575,17.1
81,PUSAD,9,MAROTI KISANRAO BHASME,Aazad Samaj Party (Kanshi Ram),1188,5,1193,0.56
81,PUSAD,10,GOPALKRISHNA BABUSING JADHAO,Independent,340,1,341,0.16
81,PUSAD,11,MAZHAR KHAN RAHIM KHAN,Independent,929,7,936,0.44
81,PUSAD,12,MADHUKAR RAJU RATHOD,Independent,2540,5,2545,1.19
81,PUSAD,13,VISHAL BALIRAM JADHAO,Independent,1935,7,1942,0.91
81,PUSAD,14,NOTA,None of the Above,1330,18,1348,0.63
82,UMARKHED,1,KISAN MAROTI WANKHEDE,Bharatiya Janata Party,108277,405,108682,49.42
82,UMARKHED,2,RAJENDRA WAMAN NAJARDHANE,Maharashtra Navnirman sena,6998,63,7061,3.21
82,UMARKHED,3,SAHEBRAO DATTARAO KAMBLE,Indian National Congress,91350,703,92053,41.86
82,UMARKHED,4,SUBHASH UKANDRAO RANVIR,Bahujan Samaj Party,772,4,776,0.35
82,UMARKHED,5,TATERAO MAROTI HANWATE,Vanchit Bahujan  Aaghadi,1861,14,1875,0.85
82,UMARKHED,6,DEVANAND BHARAT PAIKRAO,Aazad Samaj Party (Kanshi Ram),598,3,601,0.27
82,UMARKHED,7,PRADNYESH RUPESH PATIL,Rashtriya Samaj Paksha,108,2,110,0.05
82,UMARKHED,8,BALASAHEB YASHWANT RASTE,Baliraja Party,186,2,188,0.09
82,UMARKHED,9,ATMARAM SAMBHAJI KHADSE,Independent,96,1,97,0.04
82,UMARKHED,10,ANKUSH YUVRAJ RANJAKWAD,Independent,144,0,144,0.07
82,UMARKHED,11,KEWATE VIDWAN SHAMRAO,Independent,1402,11,1413,0.64
82,UMARKHED,12,KHADSE VIJAYRAO YADAVRAO,Independent,2843,38,2881,1.31
82,UMARKHED,13,NATHTHU SAMBHAJI LANDGE,Independent,265,0,265,0.12
82,UMARKHED,14,BHAVIK DINBAJI BHAGAT,Independent,535,3,538,0.24
82,UMARKHED,15,DR. MOHAN VITTHALRAO MORE,Independent,308,5,313,0.14
82,UMARKHED,16,MANJUSHA RAJU TIRPUDE,Independent,1045,1,1046,0.48
82,UMARKHED,17,RAHUL SAHEBRAO SIRSATH,Independent,1222,0,1222,0.56
82,UMARKHED,18,NOTA,None of the Above,646,8,654,0.3
83,KINWAT,1,GANGADHAR MALLAJI SARPE,Bahujan Samaj Party,668,5,673,0.33
83,KINWAT,2,JADHAV PRADEEP NAIK,Nationalist Congress Party- Sharadchandra Pawar,86379,841,87220,43.1
83,KINWAT,3,BHIMRAO RAMJI KERAM,Bharatiya Janata Party,92028,828,92856,45.89
83,KINWAT,4,ASHOK SAMBHAJIRAO DHOLE,Republican Paksha (Khoripa),5307,4,5311,2.62
83,KINWAT,5,DR. AMLE PUNDALIK GOMAJI,Vanchit Bahujan  Aaghadi,4447,68,4515,2.23
83,KINWAT,6,S. IMRAN ALI,Indian National League,199,1,200,0.1
83,KINWAT,7,GOVIND SAMBANNA JETHEWAR,Rashtriya Samaj Paksha,136,0,136,0.07
83,KINWAT,8,JAIWANTA KESAR PAWAR,Independent,175,0,175,0.09
83,KINWAT,9,JADHAV SACHIN MADHAVRAO (NAIK),Independent,5482,29,5511,2.72
83,KINWAT,10,JITENDRA ANILRAO KULSANGE,Independent,257,2,259,0.13
83,KINWAT,11,DILIP DHARMSING JADHAV NAIK,Independent,542,1,543,0.27
83,KINWAT,12,DHAWARE RAJESH NARAYAN,Independent,230,0,230,0.11
83,KINWAT,13,ADV.PRADIP DEVA RATHOD,Independent,580,2,582,0.29
83,KINWAT,14,VIJAY KASHINATH KHUPSE,Independent,1628,58,1686,0.83
83,KINWAT,15,SHAIKH FAYYAZODDIN FAKRODDIN,Independent,624,0,624,0.31
83,KINWAT,16,SANDIP NIKHATE,Independent,374,1,375,0.19
83,KINWAT,17,SANDIP PATIL KARHALE,Independent,194,4,198,0.1
83,KINWAT,18,NOTA,None of the Above,1249,17,1266,0.63
84,HADGAON,1,KOHLIKAR BABURAO KADAM,Shiv Sena,112531,714,113245,52.34
84,HADGAON,2,GANESH DEVARAO RAUT,Bahujan Samaj Party,1044,1,1045,0.48
84,HADGAON,3,JAWALGAVKAR MADHAVRAO NIVRUTTIRAO PATIL,Indian National Congress,82303,875,83178,38.45
84,HADGAON,4,ANIL DIGAMBAR KADAM,Prahar Janshakti Party,759,4,763,0.35
84,HADGAON,5,DILIP AALA RATHOD,Vanchit Bahujan  Aaghadi,11337,72,11409,5.27
84,HADGAON,6,DEVSARKAR MADHAV DADARAO,Maharashtra Swarajya party,1268,8,1276,0.59
84,HADGAON,7,BAPURAO RAMJI WAKODE,Rashtriya Samaj Paksha,203,10,213,0.1
84,HADGAON,8,VILAS NARAYAN SAWATE,Aazad Samaj Party (Kanshi Ram),296,0,296,0.14
84,HADGAON,9,ABHIJIT VITTHALRAO DEVSARKAR,Independent,113,2,115,0.05
84,HADGAON,10,PROF. DR. ASHVINKUMAR PURBHAJI KSHIRSAGAR PATIL KOLIKAR (PROF. K-SAGAR),Independent,87,0,87,0.04
84,HADGAON,11,ANAND HONAJI TIRMIDE,Independent,116,0,116,0.05
84,HADGAON,12,GAJANAN BAPURAO KALE,Independent,129,1,130,0.06
84,HADGAON,13,GAUTAM SATWAJI DONERAO,Independent,141,0,141,0.07
84,HADGAON,14,ADV. GANGADHAR RAMRAO SAWATE,Independent,571,0,571,0.26
84,HADGAON,15,DILIP GYANOBA DHOPATE,Independent,130,0,130,0.06
84,HADGAON,16,DILIP UKANDRAO SONALE,Independent,655,2,657,0.3
84,HADGAON,17,PRAKASH VITTHALARAO GHUNNAR,Independent,838,3,841,0.39
84,HADGAON,18,MADHAV MOTIRAM PAWAR,Independent,144,1,145,0.07
84,HADGAON,19,RAJU SHESHERAO WANKHEDE,Independent,496,1,497,0.23
84,HADGAON,20,LATTA MADHAVRAO FALKE,Independent,191,0,191,0.09
84,HADGAON,21,VIJAYKUMAR SOPANRAO BHARANE,Independent,181,0,181,0.08
84,HADGAON,22,VISHVANATH BHAURAO FALEGAONKAR,Independent,127,0,127,0.06
84,HADGAON,23,SHAIKH AHEMAD SHAIKH UMAR,Independent,236,0,236,0.11
84,HADGAON,24,SHRINIWAS VAIJNATH POTDAR,Independent,165,0,165,0.08
84,HADGAON,25,NOTA,None of the Above,592,8,600,0.28
85,BHOKAR,1,KADAM KONDHEKAR TIRUPATI ALIAS PAPPU BABURAO,Indian National Congress,81990,646,82636,35.41
85,BHOKAR,2,KAMLESHKUMAR PANDURANGRAO  CHOUDANTE,Bahujan Samaj Party,1647,17,1664,0.71
85,BHOKAR,3,CHAVAN SREEJAYA ASHOKRAO,Bharatiya Janata Party,131966,1221,133187,57.08
85,BHOKAR,4,SAIPRASAD SURYAKANTRAO JATALWAR,Maharashtra Navnirman sena,844,2,846,0.36
85,BHOKAR,5,DR.ARJUNKUMAR SEETARAM RATHOD,Jan Janwadi Party,103,0,103,0.04
85,BHOKAR,6,KAUSAR SULTANA ALTAF AHMED,Indian National League,91,0,91,0.04
85,BHOKAR,7,TIRUPATI DEVIDAS KADAM,Janata Dal  (Secular),114,0,114,0.05
85,BHOKAR,8,DINESH MUKTIRAM LONE,Republican Sena,394,2,396,0.17
85,BHOKAR,9,NAGNATH LAXMAN GHISEWAD,Janhit Lokshahi Party,1243,29,1272,0.55
85,BHOKAR,10,MAKHSUD A. RAZZAQ SHAIKH,All India Majlis-E-Inquilab-E-Millat,170,1,171,0.07
85,BHOKAR,11,SAHEBRAO BABA GORATHAKAR,Rashtriya Samaj Paksha,233,1,234,0.1
85,BHOKAR,12,SURESH TIKARAM RATHOD,Vanchit Bahujan  Aaghadi,8833,39,8872,3.8
85,BHOKAR,13,M.AFASAR M.NAVAJ,Independent,270,9,279,0.12
85,BHOKAR,14,ALTAF AHMED IQBAL AHMED,Independent,172,0,172,0.07
85,BHOKAR,15,ASHOK MADHAVRAO KSHIRSAGAR,Independent,152,0,152,0.07
85,BHOKAR,16,GAUTAM ARJUN SAWATE,Independent,380,4,384,0.16
85,BHOKAR,17,CHANDRAKANT VITTHAL MUSTAPURE,Independent,780,0,780,0.33
85,BHOKAR,18,JAKIR SAGIR SHAIKH,Independent,492,1,493,0.21
85,BHOKAR,19,DASHARATH BABAYYA SWAMI,Independent,680,0,680,0.29
85,BHOKAR,20,BHIMRAO SAMBHAJI DUDHARE,Independent,157,0,157,0.07
85,BHOKAR,21,MAHANANDA NAGORAO MOTEKAR,Independent,65,1,66,0.03
85,BHOKAR,22,MADHAV NARSING MEKEWAD,Independent,53,0,53,0.02
85,BHOKAR,23,VILAS DIGAMBAR SHINDE,Independent,39,1,40,0.02
85,BHOKAR,24,SANTOSH PRABHU GAVHANE,Independent,188,1,189,0.08
85,BHOKAR,25,SAMBHAJI RAMJI KALE,Independent,34,0,34,0.01
85,BHOKAR,26,NOTA,None of the Above,275,9,284,0.12
86,NANDED NORTH,1,ABDUL SATTAR A GAFFOOR,Indian National Congress,78851,831,79682,36.1
86,NANDED NORTH,2,BALAJI DEVIDASRAO KALYANKAR,Shiv Sena,81680,1504,83184,37.68
86,NANDED NORTH,3,VITTHAL  KISHANRAO GHODKE,Bahujan Samaj Party,1344,23,1367,0.62
86,NANDED NORTH,4,SADASHIV VYANKATRAO ARSULE,Maharashtra Navnirman sena,521,1,522,0.24
86,NANDED NORTH,5,SANGITA VITHAL PATIL,Shiv Sena (Uddhav Balasaheb Thackeray),22294,412,22706,10.29
86,NANDED NORTH,6,AKBAR KHAN,Republican Party of India (Khobragade),184,0,184,0.08
86,NANDED NORTH,7,AHEMAD RASUL SHAIKH,Bharatiya Yuva Jan Ekta Party,89,0,89,0.04
86,NANDED NORTH,8,ADV. N. G. KHAN,Desh Janhit Party,56,0,56,0.03
86,NANDED NORTH,9,GUBRE PRADIP RAMRAO,Sambhaji Brigade Party,132,3,135,0.06
86,NANDED NORTH,10,DHUMAL GAJANAN DATTARAMJI,Buland Bharat Party,75,0,75,0.03
86,NANDED NORTH,11,PRATIK SUNIL MORE,Republican Sena,215,1,216,0.1
86,NANDED NORTH,12,PRABHU MASAJI WAGHMARE,Bahujan Bharat Party,214,2,216,0.1
86,NANDED NORTH,13,ER.PRASHANT VIRAJ INGOLE,Vanchit Bahujan  Aaghadi,23928,338,24266,10.99
86,NANDED NORTH,14,MOHAMMAD RIYAJ MOHMMAD ANVAR,All India National Raksha Sena,121,1,122,0.06
86,NANDED NORTH,15,ASHOK SAMBHAJIRAO DHOLE,Independent,169,1,170,0.08
86,NANDED NORTH,16,IRFAN FAHRUK SAIED,Independent,178,1,179,0.08
86,NANDED NORTH,17,JYOTI GANESH SHINDE,Independent,315,4,319,0.14
86,NANDED NORTH,18,DIPAK (BALU) RAUT,Independent,400,3,403,0.18
86,NANDED NORTH,19,DESHMUKH MILIND UTTAMRAO,Independent,4499,63,4562,2.07
86,NANDED NORTH,20,NILESH NARHARI INGOLE,Independent,181,1,182,0.08
86,NANDED NORTH,21,PRADIPKUMAR DATTATRAY JAIN,Independent,131,2,133,0.06
86,NANDED NORTH,22,BALAJI JALBAJI BHOSLE,Independent,105,0,105,0.05
86,NANDED NORTH,23,BALASAHEB DATTARAO DESHMUKH,Independent,127,2,129,0.06
86,NANDED NORTH,24,MADHUKAR RAGHUNATH KENDRE,Independent,100,7,107,0.05
86,NANDED NORTH,25,MAHAMAD TOUFIK MAHAMAD YUSUF,Independent,27,0,27,0.01
86,NANDED NORTH,26,MOHAMMAD WASIM MOHAMMAD  IQBAL,Independent,31,0,31,0.01
86,NANDED NORTH,27,YUNUS KHAN HAMIDULA KHAN,Independent,120,1,121,0.05
86,NANDED NORTH,28,RAMESH NAMDEV BHALERAO,Independent,115,0,115,0.05
86,NANDED NORTH,29,RAHUL WAMANRAO CHIKHALIKAR,Independent,143,3,146,0.07
86,NANDED NORTH,30,VAIBHAV PRAKASH SONTAKKE,Independent,75,0,75,0.03
86,NANDED NORTH,31,SHAIKH ASLAM SHAIKH IBRAHIM,Independent,82,1,83,0.04
86,NANDED NORTH,32,SHYAM SHANKARRAO JADHAV,Independent,192,4,196,0.09
86,NANDED NORTH,33,COM. PRO. SADASHIV RAJARAM BHUYARE,Independent,239,3,242,0.11
86,NANDED NORTH,34,NOTA,None of the Above,582,14,596,0.27
87,NANDED SOUTH,1,ANAND SHANKAR TIDKE,Shiv Sena,60025,420,60445,29.59
87,NANDED SOUTH,2,MOHANRAO MAROTRAO HAMBARDE,Indian National Congress,57554,759,58313,28.55
87,NANDED SOUTH,3,SHRIHARI GANGARAM KAMBLE,Bahujan Samaj Party,658,9,667,0.33
87,NANDED SOUTH,4,AIJAZ AHMED ABDUL QUADER,Social Democratic Party Of India,422,6,428,0.21
87,NANDED SOUTH,5,QAMAR BIN BADAR ALJABRI,All India Majlis-E-Inquilab-E-Millat,315,0,315,0.15
87,NANDED SOUTH,6,FAROOQUE AHMED,Vanchit Bahujan  Aaghadi,33558,283,33841,16.57
